date,code,open,high,low,close,volume,amount,turn,MACD,RSI,ADX
2021-01-04,sh.601088,32.57348864,32.84614619,32.40989411,32.70072883,35783696,642147048.83,0.217,0.0,,
2021-01-05,sh.601088,32.75526034,32.75526034,31.55556712,32.08270505,49793708,874827211.02,0.3019,-0.013865918141028999,,100.0
2021-01-06,sh.601088,32.02817354,32.62802015,31.97364203,32.62802015,42808236,761451148.95,0.2596,-0.0007577432927874383,,99.99999999999999
2021-01-07,sh.601088,32.86432336,33.55505582,32.73708317,33.19151242,57742906,1052416187.31,0.3501,0.0255673557459275,,68.26890397307221
2021-01-08,sh.601088,33.39146129,33.86406771,32.99156355,33.86406771,57364121,1057530895.63,0.3479,0.0660962864301311,,56.55684159958223
2021-01-11,sh.601088,33.84589054,33.86406771,32.5371343,32.82796902,62956382,1143421636.38,0.3818,0.04491309305955582,,43.545306489476346
2021-01-12,sh.601088,32.64619732,33.11880374,32.3553626,33.11880374,37533005,675929276.52,0.2276,0.043729795302994035,,36.550453403662154
2021-01-13,sh.601088,33.20968959,34.536623,33.02791789,34.19125677,72549472,1349643378.38,0.4399,0.09323890163843629,,36.4511841741052
2021-01-14,sh.601088,33.9913079,34.75474904,33.60958733,33.84589054,50160501,939145085.68,0.3042,0.10896948133756013,,37.026651836631906
2021-01-15,sh.601088,33.90042205,34.7183947,33.88224488,34.04583941,51260137,964641868.96,0.3108,0.12884218539785763,,37.470991441405765
2021-01-18,sh.601088,34.06401658,34.79110338,33.77318186,34.39120564,49697855,940741259.65,0.3014,0.159795194163749,,37.34947850430446
2021-01-19,sh.601088,34.42755998,35.40912716,33.86406771,34.06401658,67163721,1276441131.97,0.4073,0.1623415978219711,,38.67132321796868
2021-01-20,sh.601088,33.82771337,34.37302847,33.53687865,34.19125677,42612096,794399627.78,0.2584,0.16926411730556623,,38.139293526216505
2021-01-21,sh.601088,34.08219375,34.68204036,34.06401658,34.3548513,48788444,922631685.4,0.2958,0.18172864033525116,,38.33454410579071
2021-01-22,sh.601088,34.37302847,34.37302847,33.31875261,33.91859922,44272028,820904540.66,0.2685,0.16292217485473515,59.02964959568727,35.718870313784
2021-01-25,sh.601088,33.6277645,33.6277645,32.95520921,33.17333525,35544115,649223707.47,0.2155,0.10140417686043435,57.93650793650792,32.42670237563674
2021-01-26,sh.601088,33.17333525,33.57323299,32.718906,32.79161468,29870907,542755720.81,0.1811,0.02960710385476517,51.219512195121986,29.212509958487857
2021-01-27,sh.601088,32.73708317,33.30057544,32.60984298,32.9006777,24496155,443931033.13,0.1485,-0.018864901937348577,47.67441860465117,26.688100751162395
2021-01-28,sh.601088,32.68255166,32.68255166,32.1735909,32.28265392,26944859,479768358.02,0.1634,-0.09553213110025638,37.243401759530826,25.466141698255658
2021-01-29,sh.601088,32.30083109,32.68255166,31.46468127,31.6282758,29106763,512285858.92,0.1765,-0.1961255891554714,39.68750000000005,25.661687374972768
2021-02-01,sh.601088,30.95572051,31.11931504,30.59217711,30.86483466,35979858,611073501.16,0.2182,-0.3220049018367206,32.0809248554914,26.985430161221075
2021-02-02,sh.601088,31.06478353,31.06478353,30.62853145,30.64670862,26160135,442854313.87,0.1586,-0.43025628434381247,17.39130434782612,28.162127345636698
2021-02-03,sh.601088,30.79212598,31.04660636,30.44675975,30.48311409,25595977,431602062.13,0.1552,-0.520223875288643,17.99307958477513,29.424736576308316
2021-02-04,sh.601088,30.41040541,30.48311409,29.70149578,30.31951956,35878931,594150363.42,0.2176,-0.5952060148737317,14.285714285714334,31.308402012432804
2021-02-05,sh.601088,30.37405107,30.41040541,29.71967295,29.71967295,28978995,477271395.45,0.1757,-0.6882089357459762,7.308970099667775,33.00073959519095
2021-02-08,sh.601088,29.79238163,30.06503918,29.48336974,29.84691314,30502153,499856365.84,0.185,-0.7436073727653181,10.000000000000043,34.74201905611167
2021-02-09,sh.601088,29.86509031,30.28316522,29.6287871,30.21045654,25941016,427899708.72,0.1573,-0.7523126684545467,13.861386138613824,35.68205514588843
2021-02-10,sh.601088,30.22863371,30.5376456,29.9923305,30.41040541,29990217,500135561.62,0.1819,-0.7360346479930833,14.426229508196727,35.82987817183477
2021-02-18,sh.601088,31.0829607,31.77369316,31.0829607,31.66463014,51077200,884921246.24,0.3097,-0.6243616675364976,32.285714285714306,33.33901519886821
2021-02-19,sh.601088,31.6282758,33.20968959,31.2647324,32.91885487,60639120,1080808976.42,0.3677,-0.4388418564383052,48.14814814814812,32.139200618192106
2021-02-22,sh.601088,33.04609506,35.39094999,33.04609506,34.33667413,90274902,1704116614.94,0.5474,-0.18516554711120037,59.77011494252871,32.81035001857898
2021-02-23,sh.601088,34.11854809,34.11854809,33.28239827,33.37328412,54433518,1010211247.86,0.3301,-0.055730365515188396,52.69709543568464,33.422432681714
2021-02-24,sh.601088,33.55505582,33.9913079,32.80979185,32.95520921,34922611,640019946.0,0.2118,0.015122944860806342,53.92781316348194,33.2776918815988
2021-02-25,sh.601088,33.50052431,33.97313073,33.24604393,33.66411884,35554104,657526103.06,0.2156,0.12313175347787819,61.81434599156118,33.14532752409875
2021-02-26,sh.601088,32.91885487,33.4459928,31.9918192,32.26447675,50044032,897791855.85,0.3035,0.10142526559149445,57.563850687622796,31.35144073918951
2021-03-01,sh.601088,32.40989411,32.718906,32.00999637,32.39171694,36976546,658611373.34,0.2242,0.0928466941289372,59.52380952380954,29.707184757973362
2021-03-02,sh.601088,32.3553626,33.93677639,32.1735909,32.68255166,69453421,1259065300.54,0.4212,0.10703411596664125,61.83953033268102,29.272885647208643
2021-03-03,sh.601088,32.60984298,33.53687865,32.42807128,33.37328412,45498729,830235459.14,0.2759,0.16928996530877782,65.55555555555556,28.87404579786788
2021-03-04,sh.601088,33.22786676,33.35510695,32.59166581,32.9006777,40237261,728862272.06,0.244,0.1800903709921471,66.41651031894936,28.50746042471812
2021-03-05,sh.601088,32.55531147,33.28239827,32.5371343,33.04609506,42356866,766490864.28,0.2568,0.1975852731865686,66.47940074906367,28.08931894005172
2021-03-08,sh.601088,33.11880374,33.57323299,32.66437449,32.73708317,29839756,542010079.02,0.1809,0.18533150854959501,63.088512241054616,27.978287224821916
2021-03-09,sh.601088,32.66437449,33.91859922,32.1735909,32.93703204,53739531,976813271.43,0.3259,0.18898285960878525,63.088512241054616,27.454965693077934
2021-03-10,sh.601088,32.99156355,33.35510695,32.5371343,32.66437449,35084025,634561489.17,0.2127,0.16865948953111598,55.76519916142558,26.972638936562394
2021-03-11,sh.601088,32.62802015,33.31875261,32.59166581,33.22786676,30671702,556344243.96,0.186,0.19435941817761204,51.93621867881549,26.527847380668902
2021-03-12,sh.601088,33.24604393,34.536623,32.84614619,33.75500469,55529476,1028095548.04,0.3367,0.2530901481111769,45.897435897435905,27.222436506670427
2021-03-15,sh.601088,33.53687865,35.00922942,33.40963846,34.9001664,75052849,1427886477.54,0.4551,0.38508324561760787,60.500000000000014,28.21009492888879
2021-03-16,sh.601088,34.93652074,35.06376093,34.1730796,34.60933168,37025586,704548861.7,0.2245,0.4614206142893238,61.57760814249361,29.161645320213392
2021-03-17,sh.601088,34.46391432,34.57297734,33.50052431,34.48209149,38686969,724392491.16,0.2346,0.5060104687147771,56.23268698060943,28.93233094367201
2021-03-18,sh.601088,34.31849696,34.9001664,34.08219375,34.39120564,25677968,487765261.38,0.1557,0.528050869584014,70.242214532872,29.008012503414008
2021-03-19,sh.601088,33.9913079,34.80928055,33.8095362,33.9913079,35584472,668647148.89,0.2158,0.5080064575738348,64.47368421052633,28.64582459194194
2021-03-22,sh.601088,33.91859922,34.30031979,33.77318186,34.00948507,34232433,639912345.28,0.2076,0.48792392895706627,62.629757785467106,28.252117832445425
2021-03-23,sh.601088,34.02766224,34.15490243,32.79161468,32.95520921,39683577,724300813.53,0.2406,0.3839433725443797,46.27831715210353,26.46196976526493
2021-03-24,sh.601088,32.80979185,32.84614619,32.19176807,32.31900826,24048494,429022634.66,0.1458,0.24815711844752286,44.968553459119434,24.97055251127844
2021-03-25,sh.601088,32.30083109,33.00974072,32.19176807,32.9006777,21143828,380152591.37,0.1282,0.18468706559085035,48.83040935672518,23.38186216023734
2021-03-26,sh.601088,32.80979185,33.30057544,32.60984298,32.95520921,20974301,380100435.14,0.1272,0.1371522637203313,51.82926829268293,21.818594565667066
2021-03-29,sh.601088,35.31824131,36.24527698,34.82745772,36.24527698,131885339,2610904737.75,0.7997,0.35753105785290273,68.27309236947792,22.855852603186403
2021-03-30,sh.601088,36.35434,37.53585605,36.04532811,37.06324963,115828585,2344346558.34,0.7024,0.5905781687968314,72.91666666666667,24.471800179156137
2021-03-31,sh.601088,36.57246604,36.80876925,36.00897377,36.5361117,51300522,1026137287.16,0.3111,0.7247935651153128,67.30038022813687,25.92386689075432
2021-04-01,sh.601088,36.55428887,36.64517472,35.84537924,36.13621396,35175082,698139729.06,0.2133,0.7900754990072727,62.620423892100185,27.057222064711496
2021-04-02,sh.601088,36.24527698,36.33616283,35.8090249,35.95444226,23790025,470728578.22,0.1443,0.8178313437890949,56.22317596566522,28.058049945037332
2021-04-06,sh.601088,35.9907966,36.09985962,35.13646961,35.4454815,27857978,542686910.21,0.1689,0.7899861445593928,54.81171548117156,28.09246599195518
2021-04-07,sh.601088,35.4454815,35.60907603,35.11829244,35.48183584,29290242,570501150.25,0.1776,0.7620357071012691,55.8139534883721,28.1007317146293
2021-04-08,sh.601088,35.6272532,35.91808792,35.19100112,35.48183584,28961327,566432109.51,0.1756,0.7314451228933123,56.41025641025641,28.339143086467807
2021-04-09,sh.601088,35.37277282,35.86355641,35.19100112,35.46365867,29821749,583016922.43,0.1808,0.6976955517427825,59.06040268456375,28.56019004843252
2021-04-12,sh.601088,35.59089886,35.77267056,35.13646961,35.6272532,32265765,629856319.3,0.1957,0.6762656957046929,59.78021978021978,28.67962195523132
2021-04-13,sh.601088,35.55454452,35.68178471,34.64568602,35.11829244,31502594,607856999.06,0.191,0.6113973262903869,63.999999999999964,28.035428211442532
2021-04-14,sh.601088,35.2637098,35.57272169,34.95469791,35.50001301,22006921,427388776.72,0.1334,0.583892332604492,71.28953771289538,27.437971733857346
2021-04-15,sh.601088,35.53636735,36.22709981,35.4454815,35.93626509,32720678,644375711.55,0.1984,0.5903131116291078,70.71960297766745,27.523022665540108
2021-04-16,sh.601088,35.91808792,36.59064321,35.73631622,36.02715094,32647464,649164725.04,0.198,0.5958280028928655,70.86419753086417,27.9207211429263
