date,code,open,high,low,close,volume,amount,turn,MACD,RSI,ADX
2021-01-04,sz.000725,20.44610995,20.44610995,19.82757217,20.34302032,1472368032,8643826990.13,4.3903,0.0,,
2021-01-05,sz.000725,20.10247785,21.23646378,19.96502501,21.16773736,1680283552,10116881650.08,5.0102,0.018503266923072914,,100.0
2021-01-06,sz.000725,21.16773736,21.40827983,20.78974205,21.09901094,1060686592,6493864284.78,3.1627,0.021445632543088067,,100.0
2021-01-07,sz.000725,20.85846847,21.58009588,20.82410526,21.20210057,1076377312,6634781961.4,3.2095,0.02598031192834327,,100.0
2021-01-08,sz.000725,21.3051902,22.16427045,21.3051902,22.09554403,1288730896,8179342912.01,3.8427,0.06344960938162103,,100.0
2021-01-11,sz.000725,22.54226576,22.78280823,21.6488223,21.95809119,1467336896,9500364606.58,4.3753,0.07890353295307406,,100.0
2021-01-12,sz.000725,22.61099218,24.054247,21.68318551,23.91679416,1922723408,12845183301.88,5.7332,0.17618774400982673,,100.0
2021-01-13,sz.000725,23.91679416,25.11950651,23.74497811,24.12297342,1710930480,12151592820.74,5.1016,0.24839277541988025,,100.0
2021-01-14,sz.000725,24.3978791,25.73804429,23.77934132,24.12297342,1929809216,13837220266.28,5.7543,0.2946139998994468,,100.0
2021-01-15,sz.000725,24.054247,24.29478947,22.47353934,23.3669828,2013886256,13689764140.6,6.005,0.28417521620760766,,92.80833391817586
2021-01-18,sz.000725,22.78280823,23.64188848,22.09554403,23.50443564,1931019888,12850954468.1,5.7579,0.27996954006297514,,85.63952407180346
2021-01-19,sz.000725,23.47007243,23.88243095,22.30172329,22.40481292,1594534880,10734321081.13,4.7546,0.21267388630123207,,80.18200350150906
2021-01-20,sz.000725,22.61099218,23.57316206,22.50790255,23.05771391,1128330320,7580809361.38,3.3644,0.19682558241865067,,75.67913325889072
2021-01-21,sz.000725,23.29825638,24.43224231,23.29825638,23.98552058,1532860320,10663512892.15,4.5707,0.23617868437402123,,72.97013168483768
2021-01-22,sz.000725,23.91679416,24.63842157,23.67625169,24.50096873,1080822624,7588724821.62,3.2228,0.2934309445979295,75.10373443983401,70.88650624578423
2021-01-25,sz.000725,24.60405836,24.87896404,23.88243095,24.22606305,1131113904,7979646610.92,3.3727,0.31651255975655346,69.77777777777777,69.33683632314106
2021-01-26,sz.000725,23.88243095,24.054247,22.88589786,23.22952996,1192722016,8125963062.4,3.5564,0.26851761041702815,62.301587301587304,65.17108989501556
2021-01-27,sz.000725,23.3669828,23.91679416,22.98898749,23.81370453,958565520,6576031214.8,2.8582,0.26529698405276747,64.28571428571428,61.547662761960005
2021-01-28,sz.000725,23.33261959,23.50443564,21.85500156,21.92372798,1503677088,9926398663.94,4.4836,0.13835529040877148,49.152542372881356,56.02166879229015
2021-01-29,sz.000725,21.9924544,22.06118082,20.54919958,21.23646378,1696824560,10445384230.96,5.0596,-0.005953109159470671,46.623794212218655,52.16513101211839
2021-02-01,sz.000725,21.47700625,21.61445909,20.78974205,21.40827983,1156378032,7166030209.37,3.4481,-0.10601113250724481,35.90733590733592,48.75221111935633
2021-02-02,sz.000725,21.44264304,21.75191193,21.06464773,21.6488223,993427200,6190388154.53,2.9622,-0.16607926491989033,36.15384615384613,45.482695168545874
2021-02-03,sz.000725,21.51136946,21.51136946,20.54919958,20.54919958,1220714688,7470246612.25,3.6399,-0.28540218094643066,32.19178082191779,43.21380289498664
2021-02-04,sz.000725,20.48047316,21.44264304,20.06811464,21.23646378,1347822384,8144865323.7,4.0189,-0.32746170046342016,39.31034482758621,41.7237567382436
2021-02-05,sz.000725,21.23646378,21.23646378,20.23993069,20.23993069,1128165920,6760337172.3,3.364,-0.4255829450040096,34.920634920634924,40.38505769820137
2021-02-08,sz.000725,20.2742939,20.85846847,20.03375143,20.54919958,716782560,4280162394.74,2.1373,-0.4752620860885379,40.75342465753423,39.41107453980633
2021-02-09,sz.000725,20.617926,21.40827983,20.58356279,21.20210057,804767456,4945961112.46,2.3996,-0.46213663835565555,40.75342465753423,37.493581226650086
2021-02-10,sz.000725,21.20210057,21.3051902,21.03028452,21.27082699,682912576,4208512491.36,2.0363,-0.44160167145857443,35.205992509363284,35.757528145882674
2021-02-18,sz.000725,21.6488223,21.78627514,20.9615581,21.06464773,1031239904,6408522829.61,3.0749,-0.43530684115129503,30.620155038759677,33.43174518181815
2021-02-19,sz.000725,20.82410526,21.58009588,20.54919958,21.54573267,917026128,5628753175.98,2.7344,-0.390399162652173,35.227272727272705,31.880291069331502
2021-02-22,sz.000725,21.51136946,22.26736008,21.16773736,21.75191193,1218420064,7740720862.0,3.6331,-0.335722354534969,41.078838174273834,29.381163896473833
2021-02-23,sz.000725,21.6488223,22.81717144,21.51136946,22.40481292,1191922992,7745305294.97,3.5541,-0.24105700485543835,41.56378600823046,27.73584812434822
2021-02-24,sz.000725,22.3360865,22.3360865,21.33955341,21.71754872,1127113360,7157864271.72,3.3608,-0.21517318028447718,48.557692307692314,25.973941686701306
2021-02-25,sz.000725,21.88936477,22.16427045,21.47700625,21.54573267,831638576,5280074657.14,2.4798,-0.20524707091810868,52.331606217616574,24.362691690786384
2021-02-26,sz.000725,20.82410526,21.40827983,20.78974205,20.92719489,851793984,5226143405.17,2.5399,-0.24141293405205388,46.6019417475728,23.061171361030343
2021-03-01,sz.000725,21.13337415,21.47700625,20.92719489,21.20210057,640845264,3947842022.69,1.9109,-0.24624999925429591,46.85990338164251,21.759457313426584
2021-03-02,sz.000725,21.27082699,21.3051902,20.68665242,20.82410526,760807040,4637531965.11,2.2686,-0.2757520440458201,52.15053763440861,20.903694265797657
2021-03-03,sz.000725,20.82410526,21.82063835,20.75537884,21.82063835,989061088,6159684031.1,2.9492,-0.22009154664333153,54.35897435897434,19.324382526138752
2021-03-04,sz.000725,21.6488223,21.9924544,21.51136946,21.75191193,822000560,5202892827.98,2.451,-0.17923474642081416,63.09523809523807,18.130157719501454
2021-03-05,sz.000725,21.44264304,21.82063835,20.9615581,21.40827983,1076804960,6694157645.19,3.2108,-0.17144868979916694,57.39644970414203,17.30698086936136
