2,725,858,895,2230,2352,2594,300015,600028,600029,600276,600309,600436,600519,600887,600900,601088,601390,601398,601628,601668,601766,601857,601888,601899,601939
0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,39,0,0,0,0,1,3,0
0,0,0,0,0,2,5,0,0,-5,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,19
0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,15
0,5,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,1,10
0,-5,0,0,0,1,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14
0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7
0,0,0,0,0,0,2,0,0,-12,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,8
0,0,0,0,0,0,1,0,0,-13,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,5
0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,-7,0,6,0,0,0,-2,5
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-9,0,2,0,0,4
0,-2,0,0,0,0,1,0,0,-4,0,0,0,0,0,-1,0,0,7,0,0,0,1,0,0,5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,6
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-8,0,1,0,-1,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,-5,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,4,0,4,0,0,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,-4,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-6,0,4,0,2,0,0,3
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,2,0,-1,0,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2
0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,5,0,-8,3,-3,0,0,-25
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,-3,-2,0,0,4
0,0,0,0,0,0,1,0,-3,3,0,0,0,0,0,-1,0,0,-8,0,0,0,1,0,0,5
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4
0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,4
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,-21
0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,4,0,-5,0,0,0,0,5
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-4,0,0,0,0,4
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-2,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,-10,0,-6,0,3,0,-1,8
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3
0,0,0,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,4
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,-128
0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,9
0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,-1,0,0,0,0,0,5,-2,0,0,7
0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,6,0,-18,-5,0,0,0,3
0,0,0,0,0,0,2,0,0,-22,0,0,0,0,0,2,0,0,-10,0,0,0,0,0,0,9
0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,5
