2,725,858,895,2230,2352,2594,300015,600028,600029,600276,600309,600436,600519,600887,600900,601088,601390,601398,601628,601668,601766,601857,601888,601899,601939
0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,1,3,18
0,4,0,0,0,1,4,0,0,15,0,0,0,0,0,0,0,0,9,0,1,20,13,0,0,14
0,-4,0,0,0,1,4,0,0,12,0,0,0,0,0,0,0,11,-10,0,-1,-20,-13,0,1,15
0,0,0,0,0,1,4,0,0,-27,0,0,0,0,0,3,0,-11,-2,0,0,0,0,0,-1,17
0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,12,-32,1,0,0,10,0,0,9
0,0,0,0,0,1,2,0,11,-2,0,0,0,0,0,-4,0,-12,10,-1,0,0,-4,0,1,9
0,0,0,0,0,1,3,0,-14,0,0,0,0,0,0,-1,0,0,2,0,0,2,-6,0,0,-7
0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,12,0,4,-2,0,0,1,-36
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-3,0,-3,0,9,0,0,7
0,0,0,0,0,0,1,0,-1,-7,0,0,0,0,0,2,0,0,-1,0,1,0,-9,0,1,7
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2
0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,3,0,0,0,0,0,0,4
0,0,0,0,0,0,1,0,0,-6,0,0,0,0,0,1,0,0,-29,0,3,0,0,0,0,7
0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,-2,0,0,7,0,-18,0,0,0,0,5
0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3
0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,4
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-11,0,0,0,0,0,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-3,0,0,0,3,0,1,-61
0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-3,0,0,4,0,0,0,-3,0,0,7
