date,code,open,high,low,close,volume,amount,turn,MACD,RSI,ADX
2014-06-03,sh.600887,647.9176756,647.9176756,598.46123764,600.37815384,72056364,2296849600.0,3.930719,0.0,,
2014-06-04,sh.600887,604.7870611,616.86363316,604.59536948,614.3716421,30324351,965851744.0,1.654212,0.3139564673718951,,
2014-06-05,sh.600887,615.3301002,627.7900555,609.5793516,627.02328902,25943801,840707824.0,1.41525,0.7923696696136631,,100.0
2014-06-06,sh.600887,628.36513036,632.19896276,598.84462088,612.4547259,34778231,1108951552.0,1.897174,0.46454998118144886,,55.980669353706716
2014-06-09,sh.600887,609.38765998,620.31408232,604.02029462,613.22149238,15361584,492141536.0,0.837984,0.307149122359192,,41.33438383702412
2014-06-10,sh.600887,614.56333372,617.43870802,600.18646222,613.22149238,18229870,579323712.0,0.994451,0.2067564777385087,,30.411698667873527
2014-06-11,sh.600887,613.413184,622.23099852,610.15442646,621.46423204,17949078,578765024.0,0.979133,0.5122223850535192,,26.857146568997468
2014-06-12,sh.600887,622.80607338,638.71647784,622.80607338,635.4577203,23943731,790172080.0,1.306145,1.37433842105645,,30.976220876649112
2014-06-13,sh.600887,637.3746365,642.55031024,627.7900555,637.75801974,14013569,465692272.0,0.764449,2.0645526479875116,,34.7124239028988
2014-06-16,sh.600887,639.2915527,639.2915527,628.17343874,635.4577203,18439541,608306416.0,1.005888,2.4056482893749944,,37.496760376686176
2014-06-17,sh.600887,632.582346,632.582346,624.33960634,627.40667226,11445601,375010032.0,0.624365,2.1894679858110067,,37.58907931805557
2014-06-18,sh.600887,626.8315974,631.6238879,619.73900746,621.84761528,9228527,300697904.0,0.503422,1.695823798902552,,35.65634344858447
2014-06-19,sh.600887,623.9562231,628.55682198,605.7455192,610.34611808,11882196,380134112.0,0.648181,0.6575295735308373,,32.1737015962306
2014-06-20,sh.600887,611.11288456,613.22149238,598.26954602,610.92119294,13917892,439285056.0,0.75923,-0.09485828670403862,,30.737045271480028
2014-06-23,sh.600887,611.30457618,613.02980076,601.71999518,604.97875272,10161796,321671552.0,0.554332,-1.0136954701999912,52.29007633587786,29.534520409486262
