date,code,open,high,low,close,volume,amount,turn,MACD,RSI,ADX
2014-06-03,sh.601398,4.67842028,4.7309868,4.67842028,4.70470354,51413737,184447556.0,0.019431,0.0,,
2014-06-04,sh.601398,4.71784517,4.7309868,4.67842028,4.69156191,49748689,178016457.0,0.018802,-0.00029484426282078147,,
2014-06-05,sh.601398,4.69156191,4.77041169,4.67842028,4.77041169,75230700,271553136.0,0.028432,0.002069436846145578,,100.0
2014-06-06,sh.601398,4.77041169,4.79669495,4.74412843,4.74412843,60943044,221037086.0,0.023033,0.0021450945084318107,,100.0
2014-06-09,sh.601398,4.74412843,4.83611984,4.74412843,4.80983658,50378807,184095046.0,0.01904,0.004755724622373947,,100.0
2014-06-10,sh.601398,4.80983658,4.91496962,4.80983658,4.90182799,96285930,356415888.0,0.03639,0.010169282106081035,,100.0
2014-06-11,sh.601398,4.88868636,4.92811125,4.83611984,4.88868636,79762401,296021680.0,0.030145,0.012870548929883263,,100.0
2014-06-12,sh.601398,4.8624031,4.90182799,4.84926147,4.87554473,47082738,174600020.0,0.017794,0.01384987653151537,,100.0
2014-06-13,sh.601398,4.8624031,4.91496962,4.8624031,4.91496962,63714956,237100652.0,0.02408,0.01627332300147888,,100.0
2014-06-16,sh.601398,4.91496962,4.96753614,4.88868636,4.96753614,96202193,360544992.0,0.036358,0.020463359492161715,,100.0
2014-06-17,sh.601398,4.94125288,4.96753614,4.8624031,4.90182799,107429151,401236784.0,0.040601,0.01970352529926611,,96.38416898816486
2014-06-18,sh.601398,4.90182799,4.91496962,4.84926147,4.91496962,110170563,409642592.0,0.041637,0.019600272732548163,,92.02627560679348
2014-06-19,sh.601398,4.90182799,4.91496962,4.84926147,4.87554473,91929176,341008176.0,0.034743,0.017036652289711185,,88.49291913423961
2014-06-20,sh.601398,4.87554345,4.88967546,4.76248737,4.87554345,106996636,365450416.0,0.040438,0.014896403496677202,,79.14302579505383
2014-06-23,sh.601398,4.86141144,4.86141144,4.81901541,4.81901541,55131333,188658563.0,0.020836,0.009737805149570455,60.04404616941675,71.31688184979757
2014-06-24,sh.601398,4.81901541,4.83314742,4.79075139,4.83314742,54892434,187063555.0,0.020746,0.0065582007015683175,62.41883883656764,63.5064102514811
2014-06-25,sh.601398,4.81901541,4.81901541,4.76248737,4.77661938,51279143,173474630.0,0.01938,0.0005537099288392966,50.566683036907385,57.92916662439742
2014-06-26,sh.601398,4.77661938,4.8048834,4.76248737,4.79075139,48194464,163191650.0,0.018214,-0.0031605354730857016,54.35264630442149,53.11429613068164
